2106690#0	در چه مواردی می توان ازمعافیت‌های مالیاتی استفاده کرد؟
21071#0	مردم هندوآریایی در چه مناطقی ساکن شده اند؟
2125140#0	زبان فراساخته‌ با زبان طبیعی چه تفاوتی دارد؟
2148321#0	در علم شیمی بافر ها چگونه درست می شوند؟
2156069#0	کانی ها چگونه بوچود می آیند؟
2230950#0	از ترکیب سدیم و کلر چه ماده هی حاضل می شود؟
231061#0	اولین پادشاه آشوری چه نام داشت؟
2325515#0	کتاب دگرگونی بزرگ اثر کارل پاول پولانی در چه سالی منتشر شد؟
2325660#0	بازیهای المپیک شامل چه ورزشهایی است؟
2325774#0	اسلحه شکاری ویسگون در چه کشوری تولید می شود؟
2337115#0	یوکاریوت و پروکاریوت چه تفاوت وشباهت هایی دارند؟
2367597#0	دره پنجشیر در چه کشوری واقع شده است؟
236780#0	مواد نارسانا و نیمه رسانا به چه موادی می گویند؟
2383949#0	بزرگراه همت چه مناطقی از شهر را به هم وصل می کند؟
2389269#0	اسپایک جونزچند فیلم را کارگردانی کرده است؟
240258#0	ایران در چه سالی عضو اتحادیه همکاری‌های منطقه‌ای جنوب آسیا شد؟
2451729#0	داروغه کیست و چه مسئولیتهایی دارد؟
2465961#0	کدام کشورها در نزدیکی قطب شمال هستند؟
252987#0	شهر دبی چند جاذبه‌های گردشگری دارد؟
2531375#0	فواید علم اقتصاد چیست؟
253945#0	علی انصاریان بازیکن سابق تیم ملی در چه سالی از دنیا رفت؟
254734#0	معماری میدان نقش جهان به چه دوره ای برمی گردد؟
2584448#0	دوره رنسانس به چه دورانی گفته می شود؟
2612109#0	مقبره نادرشاه در کجا بنا شده است؟
264663#0	پیشوند و پسوند چه تاثیری بر کعنای کلمه دارند؟
2681625#0	از داس در کشاورزی چه استفاده ای می شود؟
2690049#0	جنیفر لوپز در چه سالی اولین ترانه خود را منتشر کرد؟
27653#0	گروه چارتارایران در چه سالی تشکیل شد؟
2780015#0	دریاچه جازموریان در کجا واقع شده است؟
2816429#0	علائم اولیه سرطان رحم چیست؟
284571#0	ابراهیم گلستان از چه سبکی در نوشته هایش استفاده میکند؟
286264#0	نیروی انتظامی جمهوری اسلامی ایران چه وظایفی دارد؟
286739#0	جمعیت روستای ماسوله در شمال ایران چقدر است؟
301262#0	سیمون دو بووار در چه سالی متولد شد؟
303668#0	روستای گرمدره در کدام استان قرار دارد؟
30644#0	مسجد گوهرشاد در زمان کدام پادشاه ساخته شد؟
312577#0	روستای قزلعلی در مداه اساد و ناحیه قرار دارد؟
31633#0	مسعود کیمیایی چه قیلم هایی را کارگردانی کرده است؟
3191042#0	موزه هنر های معاصر در کجاست؟
3219399#0	رود زاینده رود از کجا سرچشمه میگیرد؟
3238533#0	از فلز مس در چه جاهایی استفاده می شود؟
329514#0	مساحت ورزشگاه شهید شیرودی چقدر است؟
3387117#0	هدف اصلی در مدیریت مالی چیست؟
3387791#0	تاریخچه دبیرستان البرز چیست؟
3388829#0	مارگارت سنجر کیست و در چه زمینه ای فعالیت می کرد؟
340157#0	کنفرانس امنیتی مونیخ در چه سالی آغاز به کار کرد؟
3411387#0	کارگردان" سکوت بره ها" چه نام دارد؟
3416280#0	کتابخانهٔ مرکزی توسط چه کسی اداره می شود؟
3421142#0	امیر خسرو دهلوی در چه قرنی زندگی می کرد؟
3434888#0	بازیهای المپیک توسط چه سازمانی اداره می شود؟
3439132#0	اشکها و لبخند ها به کارگردانی چه کسی به نمایش در آمد؟
3452066#0	موهای سر و پوست سر به چه بیماریهایی ممکن است دچار شوند؟
3452111#0	بازی های ویدئویی چگونه ساخته می شوند؟
3463570#0	جشنواره فیلم فجر در چه تاریخی شروع به فعالیت کرد؟
3478329#0	در اساطیر یونان باستان ایزد زیبایی چه نام دارد؟
3487468#0	فیلم خانه بدوش با کارگردانی چه کسی به نمایش در آمد؟
3491788#0	نظریه گشتالت چگونه شکل گرفت؟
3493656#0	شهره آغداشلو چه جوایزی دریافت کرده است؟
3508381#0	پیمان ورشو در چه سالی و میان چه کشورهایی بسته شد؟
3517192#0	خط نستعلیق را چه کسی  ابداع کرد؟
352133#0	علت اصلی رکود اقتصادی پیش از جنگ جهانی دوم چه بود؟
352728#0	کانون وکلا در چه تاریخی تاسیس گردیده است؟
3534696#0	اتحادیه‌های اعتباری چه فرقی با بانک دارد؟
3559180#0	فیلم سربداران در چه سالی به نمایش درآمد؟
359153#0	جی. آر. آر. تالکین در چه سالی کتاب ارباب حلقه ها را نوشت؟
3601794#0	مدیرکل فعلی آرشیو و کتابخانه‌های سازمان صدا و سیما چه کسی است؟
3605830#0	نام فعلی اسکندریه چیست؟
3610231#0	از حمل و نقل هوایی در صادرات چه محصولاتی استفاده می شود؟
361814#0	عشق در زبان های مختلف چگونه ادا میشود؟
3643748#0	اولین بار آواز جشن تولد را چه کسی خوانده است؟
3654387#0	مجموعه تلویزیونی شهرزاد در چه سالی به نمایش در آمد؟
367874#0	مسلمانان به چند فرقه تقسیم بندی می شوند؟
3685346#0	گروه موسیقی آلترنتیو راک در چه دوره ای شکل گرفت؟
3695538#0	بزرگترین و مساعدترین نیروی دریایی انگلیس چه نام دارد؟
3730308#0	جمعیت استان تهران چقدر است؟
3730679#0	شخصیتهای خیالی ابرقهرمان دارای چه ویژگیهایی هستند؟
3750998#0	دهمین نخست وزیر کشور اسرائیل چه کسی بود؟
3763435#0	دوره سنگوکو به چه دورانی گفته می شود؟
3765731#0	نخست‌وزیر بریتانیا چه نام دارد؟
3806042#0	خاندان رومانوف در چه دوره ای زندگی می کردند؟
3814436#0	جرج کلونی در چند فیلم بازی کرده است؟
3815874#0	معروف ترین سازهای موسیقی ایرانی چیست؟
3834329#0	در حادثه آتش سوزی پلاسکو چند نفر کشته شدند؟
3837283#0	جزیه چیست و مقدار آنرا چه کسی تعیین می کند؟
3855737#0	شبکه‌های ارتباط تلفنی و شبکه‌های اجتماعیچگونه به هم وصل می شوند؟
3863583#0	در چه سالی اعراب به ایران حمله کردند؟
38716#0	آبهای زیرزمینی چگونه به وجود می آیند؟
3891092#0	از برشکاری اکسیژنی در کجا استفاده می شود؟
3974216#0	شرکت تویوتا چه محصولاتی به بازار عرضه کرده است؟
39849#0	انواع میکروسکوپ ها را نام ببرید؟
3985144#0	ویژگی های یک شخصیت افسانه ای چیست؟
399125#0	نقش هورمون های جنسی چیست؟
4006435#0	دربیماری دور بینی کانون عدسی چشم چه تغییری می کند؟
401749#0	گرانترین برند ها کدامند؟
405457#0	زمین لرزه بم در چه تاریخی و با چه قدرتی رخ داد؟
4055419#0	نرم افزار متن باز یا منبع باز چیست و چه مزایا و معایبی دارد؟
4060003#0	روستای گدوک در کدام استان قرار دارد؟
409179#0	نسرین مقانلو در چه سالی به بازیگری روی آورد؟
4106300#0	سنتزهای نامتقارن چگونه ایجاد می شوند؟
4106549#0	ستخوان‌سازی درون‌غشایی چگونه انجام می شود؟
411236#0	فیلم تایتانیک به کارگردانی چه کسی به نمایش درآمد؟
411300#0	حمید استیلی در چه تیمهایی بازی کرده است؟
4151567#0	ابن فوطی در کجا متولد شد؟
418752#0	دوران ساسانیان چند سال طول کشید؟
42087#0	لاهیجان در کدام استان قرار دارد؟
4271310#0	فیلم ماموریت غیر ممکن محصول چه سالی است؟
4289615#0	آلبوم موسیقی باران عشق توسط چه کسی ساخته شد؟
4295321#0	کتاب زندگی بر روی میسی سیپی نوشته مارک تواین در چه سالی چاپ شد؟
4295492#0	کارگردان فیلم آکوامن چه کسی است؟
4298926#0	موادغذایی وارداتی عموما از چه کشورهایی می آیند؟
4303692#0	دستور تهیه سودا چیست؟
4334835#0	قضیهٔ پاریک چه کاربردی در علم کامپیوتر دارد؟
434744#0	باباطاهر شاعر معروف ایرانی در چه قرنی زندگی می کرد؟
4351133#0	موارد استفاده نانومواد چیست؟
4352605#0	چه عاملی باعث آفت درختاد می شود؟
4354143#0	کلاه گیس از چه موادی ساخته می شود؟
4363220#0	آدم ربایی به چه هدفی انجام می شود؟
4409452#0	زبان رسمی کشور مالزی چیست؟
4426550#0	فرایند لعاب کاری صنعتی چه مراحلی دارد؟
4497083#0	معروف ترین رژیم و برنامه تناسب اندام توسط گرگ گلسمن به ثبت رسیده است؟
450965#0	اعتقادات و باورهای آیین مانوی چیست؟
4519475#0	مسابقه دوچرخه‌سواری در چه کشورهایی برگزار می شود؟
4540742#0	لِفْبایِ گُجَرٰاتْی چگونه شکل گرفت؟
4555154#0	چه برنامه هایی در استودیوی پیرو ساخته شده است؟
4727482#0	نام فیلم شخصیت تخیلی اریک کاتمن چیست؟
4727789#0	ازدواج سفید به چه رابطه ای گفته می شود؟
4729997#0	جان اف. کندی چندمین رئیس جمهور آمریکا بود؟
4773158#0	ارتش در چه مواردی وارد عمل می شود؟
4773242#0	ساختمان گوش از چه اجزایی تشکیل شده است؟
4777693#0	زمین ار چند لایه تشکیل شده است؟
4803487#0	کنترل کیفیت در صنایع غذایی چه تاثیری دارد؟
4806885#0	رشته کوه زرد کوه در کدام استان قرار دارد؟
4809078#0	از فناوری‌های فیلمبرداری در کجا استفاده می شود؟
482086#0	در خالکوبی از چه نوع رنگهایی استفاده می شود؟
484424#0	راه آهن تهران- جنوب توسط چه کسی ساخته شد؟
4860306#0	شبه اندام‌های مغزی چه کاربردهای بالقوه ای دارند؟
4888487#0	اولین رئیس‌جمهور قزاقستان چه کسی بود؟
4894965#0	برج منارجنبان در چه تاریخی به ثبت ملی رسید؟
4915545#0	ویژگیهای مکانیکی فوم تیتانیوم چیست؟
4984444#0	لیونل مسی چند گل ملی دارد؟
499186#0	منطقه ییلاقی لواسان در چند کیلومتری تهران واقع شده است؟
5001620#0	هشتمین جنگ صلیبی میان چه کشورهایی رخ داد؟
5008774#0	گروه گرلز جنریشن در چه سالی تشکیل شد؟
5034177#0	جنگ جهانی دوم چگونه به پایان رسید؟
5077032#0	تاکاشی میکه چند سال سابقه کارگردانی دارد؟
5099500#0	تقسیمات کشوری ایران در چه سالی انجام شد؟
5133840#0	تانک های جنگ جهانی اول به چه سیستمهایی مجهز بودند؟
5147644#0	مراحل به اجرا درآمدن لایحه چیست؟
5174269#0	سینمای میانماربه چه فیلم هایی شهرت دارد؟
5176096#0	لیگ کوثر فوتبال زنان ایران در چه سالی آغاز شد؟
5197813#0	چه بیماریهایی نیازمند ایمنی جمعی است؟
5199812#0	اقتصاد کلان چیست و مفاهیم کلیدی آن چه هستند؟
523853#0	مایع سینوویال چیست و چه ترکیبی دارد؟
5260286#0	دانشگاه ییل در کدام ایالت آمریکا قرار دارد؟
5264716#0	اساس داستانهای کوتاه در ادبیات بر چیست؟
5307259#0	هسته اصلی اقتصاد رفتاری چیست؟
5313369#0	اولین آلبوم بریتنی اسپیرز چه نام دارد؟
5314240#0	علیرضا افتخاری چند آلبوم موسیقی منتشر کرده است؟
5318992#0	چند نوع سبک نگارش وجود دارد؟
5319675#0	روش‌های تولید پرتوهای گرداب نوری چیست؟
5340247#0	کنوانسیون حقوق افراد دارای معلولیت در چه سالی تاسیس شد؟
5344217#0	جنگ جهانی اول در چه سالی آغاز شد؟
53591#0	ودکا مشروب بومی کدام منطقه است؟
5363359#0	چه روزی از سال روز معلم است؟
5365558#0	ارزش پول ایران در مقایسه با پول ترکیه چقدر است؟
5369520#0	منبع سوخت بالگرد ها چیست؟
537800#0	علم آواشناسی در چه زمینه ای به کمک زبانشناسی می آید؟
5389064#0	ورزش بسکتبال در چند ست باری می شود؟
5405765#0	حقوق مدنی فرانسه در چه سالی نوشته شد؟
5410728#0	اثر پیگمالیون در روانشناسی چیست؟
5411212#0	مدونا خواننده-ترانه‌سرای آمریکایی چند آلبوم به بازار موسیقی عرضه کرده است؟
5439948#0	لباس سنتی کرد از چه خصوصیاتی برخوردار است؟
5443332#0	پیزو در چه صنایعی کاربرد دارد ؟
5450408#0	مجموعه تلویزیونی شهرزاد به کارگردانی چه کسی به نمایش در آمد؟
5493146#0	وزیر امور خارجه امریکا در زمان باراک اوباما که بود؟
5503494#0	رصدخانه کافنر در چه تاریخی تاسیس شد؟
5538420#0	فرمانداری نظامی در گشود سوئد در چه سالی تاسیس شد؟
5563035#0	دیزنی لند چه نوع فیلم هایی تولید می کند؟
55816#0	جمعیت بندر انزلی چقدر است؟
558636#0	دلفین ها در چه آبهایی زندگی میکنند؟
5599959#0	نقش هورمون درعملکرد سیستم تولید مثل چیست؟
5628681#0	چه کشورهایی جمهوری مشروطه سکولار دارند؟
5661621#0	اولین فرماندار استعماری نیوجرسی که بود؟
5667520#0	عنصر اسکاندیم چه ویژگیهایی دارد؟
5689979#0	روابط هند و لبنان در زمان استقلال هند چگونه بود؟
5698870#0	روابط ایران وآمریکا بعد از سقوط پهلوی چگونه است؟
5704400#0	اسرائیل با چه کشورهایی روابط دوستانه دارد؟
5714386#0	برنامه های شبکه بی بی سی  شامل چه برنامه هایی است؟
5721699#0	مجموعه شهرزاد در چند قسمت پخش شد؟
5729506#0	نویسنده تاریخ طبرسی چه کسی است؟
5743949#0	در ترکیب کوالانسی چه عناصری کنار هم قرار می گیرند؟
5767808#0	شهرک نور در کدام استان قرار دارد؟
5813446#0	آدولف هیتلربه چه کشورهایی حمله کرد؟
5822230#0	موزه کاخ گلستان در کجا قرار دارد؟
5823127#0	سرژ تانکیان در چه سنی به خوانندگی روی آورد؟
5825919#0	چگونه از اسناد محرمانه دولتی حفاظت می کنند؟
5828533#0	مذهب ایرانیان در دوره ماد ها چه بود؟
5830156#0	جلوهای ویژه در سینما و تلویزیون گه کاربردی دارد؟
5838685#0	هز چه ژانر هایی در فیلمسازی برای کودکان استفاده می شود؟
5841420#0	رهبر حزب سنترپارتی اتریش چه نام دارد؟
5856777#0	فیلم قهرمان به کارگردانی چه کسی به نمایش درآمد؟
5859132#0	دانشگاهای برتر آمریکا کدامند؟
5859477#0	در علم کامپیوتر از چه روشی برای بازخوانی داده ها استفاده می شو؟
5868464#0	کرکس سیاه از تیره کدام پرندگان است؟
5872893#0	سیارات فراخورشیدی چیستند و چه مشخصاتی دارند؟
5879026#0	ولادیمیر لنین که بود و در چه سالی متولد شد؟
5893272#0	شاهزاده رضا پهلوی در چه تاریخی متولد شد؟
5895945#0	کشور لیتوانی در همسایگی چه کشورهایی قرار دارد؟
5904172#0	قصر گلستان در چه سالی ساخته شد؟
5925686#0	شرکت صنایع خالص سازان روی زنجان در چه سالی تاسیس شد؟
5931167#0	جاوا اسکریپت را چه کسی طراحی کرد؟
5931388#0	پرندگان به چند گونه تقسیم بندی می شوند؟
60816#0	از کدام ابزار برای بریدن چوب استفاده می شود؟
619339#0	چه عواملی موجب سود در یک بیزنس می شود؟
627582#0	خلافت فاطمیان چگونه شکل گرفت؟
631387#0	هنری هشتم انگلستان در چه سالهایی حکومت می کرد؟
634175#0	محسن ابوالقاسمی استاد بازنشستهٔ زبان و ادبیات فارسی متولد کدام شهر میباشد؟
640842#0	ساختار شیمیایی کانی ژاروسیت چیست؟
641884#0	سر مربی تیم استقلال تهران چه کسی است؟
647975#0	آخرین آلبوم مهستی چه نام دارد؟
650578#0	پیشینهٔ سفالگری در ایران به چند سال قبل برمی گردد؟
651595#0	خصوصیات فایلهای اجرایی چیست؟
653301#0	دین مانوی در چه دوره ای شکل گرفت؟
659078#0	عمارتی تاریخی خانه طباطبایی ها مربوط به چه دوره ای است؟؟
665512#0	تپه شیروان در کدام استان قرار دارد؟
717512#0	گنجایش سد کرج چقدر است؟
735373#0	مشتق در ریاضیات چگونه تدریس می شود؟
742767#0	هجوم ویرانگر مغولها به ایران در چه سالی اتفاق افتاد؟
766497#0	شرکت حمل و نقل بین‌الملل سدیدبار در چه سالی تاسیس شد؟
791458#0	موشک بالیستیک با برد پایین چه کاربردی دارد؟
792307#0	نقاط دیدنی و آثار تاریخی شهر اصفهان در کجااست؟؟
793320#0	دین و سیاست چه رابطه ای با هم دارند؟
795171#0	باشگاه فوتبال هاپوئل تل آویو در چه سالی تاسیس شد؟
8224#0	آخرین تزار روسیه چه نام داشت؟
852349#0	برهان المتکلمین در چه سالی متولد شد؟
854982#0	نتایج اولیه و اصلی انقلاب فرانسه چه بود؟
884752#0	داستان رستم و سهراب در کدام کتاب روایت شده است؟
894048#0	پدر علم روانشناسی کیست؟
896708#0	انواع سازه های فلزی وکاربرد آنها چیست؟
899732#0	شغل مردم روستای ماسوله چیست؟
910228#0	روستای میمند در کدام استان قرار دارد؟
914958#0	شهر چابهاردر چه مختصات جغرافیایی قرار گرفته است؟
921505#0	جانشین سلطان محمود غزنوی چه کسی بود؟
925477#0	مراحل ساخت قیلم مستند چیست؟
93183#0	بازیگران فیلم چگونه یادگرفتم دست از هراس بردارم و به بمب عشق بورزم چه کسانی هستند؟
950399#0	کارلوس کاستاندا در چه سالی بدنیا آمد؟
96168#0	دیه گو مارادونا در چه تیمی بازی می کرد؟
971421#0	به علم برسی وضعیت ژن و توالی وراثت چه می گویند؟
981101#0	روستای ماسوله در کدام استان ایران قرار دارد؟
