2909589#0	¿Qué cargos eclesiásticos existen en la Iglesia Luterana?
2975640#0	¿Cuáles son los nombres de los continentes?
2999#0	¿Qué significan los términos paripinnadas y folioladas?
301199#0	¿Por qué Sigmund Freud es considerado el padre del psicoanálisis?
3024717#0	¿Cómo puedo saber la diferencia entre hongos venenosos y comestibles?
3033084#0	¿Cómo se llama el tejido del cordón epitelial?
3039093#0	¿Cuál es el origen del rap?
3039321#0	¿Cuándo terminó el régimen fascista?
3052243#0	¿Quién fue Antoni Gaudí?
3093009#0	¿Cuáles son los libros más populares de la literatura apocalíptica?
309745#0	¿Por qué la carne bovina de Texas se considera de buena calidad?
3111694#0	¿Qué representa la figura del Barón Samedi en el vudú?
3134708#0	¿Cómo se mide la distancia de los planetas a la Tierra?
3141691#0	¿Por qué Leónidas de Esparta fue una figura importante en la historia?
3194553#0	¿Qué decían las 95 tesis de Lutero?
3208986#0	¿Cuáles son los pueblos originarios de Chile?
322210#0	¿En qué países es obligatorio el alistamiento militar?
3261005#0	¿Cómo se llama el estudio de los árboles?
3371617#0	¿Cuál es el guisado más fácil de preparar?
33955#0	¿Dónde se realizó el primer reabastecimiento de combustible en vuelo?
341899#0	¿Por qué Trump quería construir un muro entre Estados Unidos y México?
3446913#0	¿Dónde estudiar comunicación no verbal?
3464341#0	¿Qué ruta recorrió el Che Guevara?
3512638#0	¿A qué familia de plantas pertenece la junquera?
3546046#0	¿Cuál es la religión predominante en Birmania?
3612256#0	¿De qué falleció Bertram Fletcher Robinson?
3656585#0	¿Cuándo ocurrió la primera guerra mundial?
3795128#0	¿Con qué país limita al norte Ecuador?
393173#0	¿En qué países estudió John William Lubbock?
393431#0	¿Cómo se llama el cantante belga Stromae?
395360#0	¿Cómo surgió y quién habla urdu?
396061#0	¿Cómo comenzó el estilo de baile Waacking?
404031#0	¿Qué héroes de dibujos animados tienen un escudo?
4082007#0	¿Cuándo se unió Suiza a la Comunidad Europea?
4116187#0	¿Cómo reciclar un teléfono móvil viejo?
4138863#0	¿Por qué las aves alimentan a sus crías?
4149337#0	¿A qué país pertenecen y dónde se encuentran las Islas Canarias?
4210344#0	¿Cómo preparar la ensalada de atún?
4236009#0	¿Qué dinosaurios se encontraron en Egipto?
4301335#0	¿Cuál fue el primer álbum exitoso de R&B de Barry White?
4333445#0	¿Qué equipos de baloncesto ha entrenado Larry Brown?
4342885#0	¿Qué comían los griegos en la antigua Grecia?
4374077#0	¿Cuánto tiempo estuvo cerrado el aeropuerto de Madrid durante la pandemia?
437807#0	¿Qué país actual corresponde a Constantinopla?
4379195#0	¿Cómo está la situación actual de COVID-19 en Cuba?
4423832#0	¿Cuándo se lanzó Guitar Hero?
448255#0	¿Qué significa el acrónimo MP3?
4517550#0	¿Cuál es la diferencia más marcada entre las carreras de arquitectura e ingeniería?
4531363#0	¿En qué países es bitcoin una moneda oficial?
453335#0	¿Quién fue el propulsor del ballet contemporáneo?
4537155#0	¿Qué fue la Independencia de Argentina?
4538701#0	¿Cuándo se hizo la primera película?
455218#0	¿Cuál es el mejor libro de Agatha Christie?
4571441#0	¿Cuánto tiempo gobernó Irlanda el rey Thorkell?
4583777#0	¿Cuál es la historia de los nombres de Brasil y Bolivia?
4626638#0	¿Qué se considera arte?
4635625#0	¿Qué sucede cuando los ojos están dilatados?
4638394#0	¿Cómo están organizadas las Carmelitas Misioneras?
4722126#0	¿En qué país se grabó la telenovela “María, la del barrio”, original?
4743673#0	¿Cuál fue el primer concurso de televisión estadounidense?
4749711#0	¿Quién fue el artista más destacado del Renacimiento?
4772164#0	¿Cuáles son las recetas de aderezos para ensaladas más fáciles?
4788441#0	¿Qué pueblos antiguos usaban la epigrafía?
4797848#0	¿Qué ciudad brasileña recibió más italianos?
4910816#0	¿Cómo se llama el actual rey de Noruega?
4920088#0	¿Cómo se llama la persona que dio el golpe de Estado en Chile en 1973?
492183#0	¿Qué necesito para crear una red LAN?
4931239#0	¿Cuándo y quién creó la geometría?
4985043#0	¿Cuándo fue la primera transmisión de la cadena de televisión CNN?
500148#0	¿Cuánto años duran los derechos de autor en Canadá?
5072462#0	¿Qué es el término historiografía?
5073128#0	¿Cómo se crearon los primeros bancos centrales del mundo?
5090#0	¿Cuál es el primer éxito de la biotecnología?
5145349#0	¿Por qué se asocia el color rojo a los Ferrari?
5150394#0	¿Dónde están los saltos de agua conocidos como la Garganta del Diablo?
520937#0	¿A qué se refiere la palabra latina “Quicumque”?
5224652#0	¿Cuál fue el primer éxito de Lady Gaga?
522495#0	¿Cómo se llamaba la policía nazi?
5265933#0	¿Cómo trabajan los paleontólogos?
5276002#0	¿Cómo llegar a Machu Picchu en tren?
5285707#0	¿Cuáles son los 4 mejores equipos del fútbol argentino?
5356066#0	¿Por qué el primer ministro de Polonia pidió a los ciudadanos que estuvieran preparados?
5432262#0	¿Qué significa la abreviatura BBC?
5434449#0	¿Cómo murió Agustín de Iturbide?
5459340#0	¿Por qué los negros eran expuestos en zoológicos?
5476338#0	¿Cuáles son los tubérculos más comunes en la gastronomía boliviana?
5479995#0	¿Quiénes eran los dioses germánicos?
5533805#0	¿Cuál es la nacionalidad de los inmigrantes que van a Colombia?
5554544#0	¿Cuándo se estableció el primer equipo de asistentes de vuelo comercial?
5642878#0	¿A qué edad Isabel II se convirtió en reina?
5667466#0	¿Cómo se construyen los campos de fútbol?
576211#0	¿Qué aviones fueron proyectados por Embraer?
5784822#0	¿Cuándo se concibió la religión musulmana?
583926#0	¿En qué se diferencian al Qaeda, el Talibán y el Estado Islámico?
5845605#0	¿Cuántos símbolos tiene el Alfabeto Fonético Internacional?
59158#0	¿Qué pueblos se originaron de los germanos?
5922801#0	¿Quiénes son las mujeres más influyentes en el mundo de la tecnología?
5929565#0	¿Cómo se llaman las plantas que viven en paredes o muros?
5931331#0	¿Qué idiomas se hablan en Eslovaquia?
5943933#0	¿Qué alimentos son ricos en hierro?
5973095#0	¿Cuántos canguros hay en Australia?
5997443#0	¿En qué países hay maracuyá?
6013980#0	¿Qué son los bejucos en botánica?
6069341#0	¿En qué categoría empezar en el automovilismo?
6081927#0	¿Quién fue el último vikingo?
6083367#0	¿En qué países el fútbol es considerado el deporte más popular?
6097353#0	¿Cuáles son las definiciones de los términos epífita y litófita?
6106486#0	¿Qué visitar en Córdoba en Argentina?
6120944#0	¿Cuáles son las características del género Indie Pop?
61317#0	¿Quién ordenó la construcción del Castillo de Versalles?
6213375#0	¿Quién inventó la crema pastelera?
622762#0	¿Por qué dicen que Chuck Norris es indestructible?
6382977#0	¿Qué tipo de música toca la banda Cypress Hill?
6389822#0	¿Cuál es la prisión más difícil de escapar en el mundo?
6395698#0	¿Por qué enseñar ajedrez a los niños?
6569151#0	¿Cuándo se fundó la provincia de El Oro en Ecuador?
6605539#0	¿Qué diferencia a la batería de la percusión?
6613877#0	¿Por qué Henry Ford revolucionó el mercado automovilístico?
665290#0	¿Cuándo comenzó Michael Jackson su carrera solista?
6825302#0	¿Qué ver en el complejo arqueológico del Cusco?
6828141#0	¿De qué árbol se extrae el palmito?
6834133#0	¿Cómo se desenvolvió la música gospel?
6842993#0	¿Cuántos japoneses viven en México?
6912742#0	¿Cuál es la temperatura media en Nuevo Brunswick?
6940929#0	¿Quién fue George Kastrioti Skanderbeg?
6941716#0	¿Qué es el agua de horchata?
6942255#0	¿Cuál es la definición de Ohio?
6975#0	¿Cómo se llama el asteroide que mató a los dinosaurios?
6989070#0	¿Cuándo usan los griegos la expresión “Opa”?
7014902#0	¿Cuál es la primera composición de Wolfgang Amadeus Mozart?
7031380#0	¿Cuánto mide la Rambla de Montevideo?
7055755#0	¿Qué religión se practica en Escocia?
7130628#0	¿Qué estudia un ornitólogo?
71320#0	¿Cuál es la capital de Bangladesh?
714083#0	¿Cuál es la masa atómica del hidrógeno?
715515#0	¿Qué tipo de animal es Maurice de Madagascar?
71797#0	¿Por qué Etiopía nunca fue colonizada por europeos?
7209649#0	¿Cuántos jugadores latinoamericanos están actualmente en el FC Barcelona?
7219477#0	¿Cuál es la explicación del término neuronal?
7239998#0	¿De qué región es el grupo Dinora y La Juventud?
7269068#0	¿Cuál es el origen y significado del apellido Reza?
7285979#0	¿Por qué se dice que un psicópata no tiene sentimientos?
7370251#0	¿Qué fueron los juicios de Nuremberg?
7380250#0	¿Están relacionadas las palabras rumano y romano?
7397026#0	¿Cómo se llama Guillermo en inglés?
7451327#0	¿En qué tratamientos se utiliza la penicilina?
7503809#0	¿Cuáles son los peligros salvajes en el área de Orlando?
7523671#0	¿En qué categoría fue campeón el piloto Ricardo Tormo?
752549#0	¿Quién fue Emiliano Zapata?
75330#0	¿Qué serie interpreta Neve Adrianne Campbell en 2022?
7606265#0	¿Cuántas fragatas tiene México actualmente?
7624152#0	¿Dónde ir para ver la aurora austral?
7654659#0	¿Cuáles son las 3 principales ciudades de Irlanda?
7655379#0	¿Cuál es la razón de existir tantos monjes en el Tíbet?
7666601#0	¿Qué películas protagonizó Kirk Douglas?
7694747#0	¿Cuál fue el primer procesador de textos disponible en varios idiomas?
779921#0	¿Cómo impactan el hambre las grandes fortunas?
7900309#0	¿Cuándo comenzó Janet Jackson su carrera como cantante solista?
7951808#0	¿En qué fecha la OMS declaró la pandemia de COVID-19?
7953115#0	¿Quiénes fueron los conspiradores catilinarios?
795345#0	¿Cuál es la cueva natural más profunda del mundo?
7959288#0	¿Cuál es el idioma y la moneda oficial de Somalia?
7978831#0	¿Cuáles son los principales personajes del folklore de los Países Bajos?
8017547#0	¿En qué países fluye el río Jordán?
80452#0	¿Cuál es el nombre científico del demonio de Tasmania?
8189825#0	¿Dónde nació el teatro de cámara?
826173#0	¿Dónde está Puerto Madero?
8413078#0	¿Cuál fue el primer editor de periódico en Panamá?
8435994#0	¿Cómo evitar el cáncer de piel?
844565#0	¿Cómo protegerse de la Vid'ma?
8469497#0	¿Qué pasó en Lituania en 1941?
8479652#0	¿Quién escribió el libro Las mil y una noches?
8560253#0	¿Quiénes fueron los precursores de la música House?
8669590#0	¿Qué ley europea protege los datos de los usuarios?
8688808#0	¿Qué país tiene más medallas de oro en tenis de mesa?
8709420#0	¿Qué tecnologías de la serie animada de los Supersónicos se han hecho realidad?
8713190#0	¿Cuál es el cuerpo de policía más antiguo registrado?
8755966#0	¿Cuál es la importancia de reafirmar la democracia brasileña?
8756687#0	¿En qué consiste el Shiatsu?
8786135#0	¿Cuál es la historia de Débora en la Biblia cristiana?
8788866#0	¿Qué es un ayatola?
8796421#0	¿Qué tiene de interesante el Cerro Santa Lucía en Santiago?
8799473#0	¿En qué equipos de fútbol jugó Emiliano Sala?
8820589#0	¿Qué países comparten el lago Prespa?
8842374#0	¿Por qué las personas se vuelven adictas?
8855055#0	¿Cómo se clasifican las voces masculinas y femeninas?
8855462#0	¿Cómo ha evolucionado el Marketing en las empresas?
8867036#0	¿Quién escribió el Retrato de Dorian Gray?
8903135#0	¿Cómo es el tiempo en Serbia?
892036#0	¿Qué productos produce actualmente Kodak?
8920493#0	¿Cómo es la música de República Dominicana?
9024822#0	¿Cómo gestionar un proyecto multinacional?
9071272#0	¿Por qué se forman tantos huracanes en las Bahamas?
9083841#0	¿Cuáles son los puntos focales de la filosofía de Platón?
9136525#0	¿Quién fue la primera persona en someterse a una cirugía de reasignación de sexo?
9164826#0	¿Cuándo vivieron los celtas?
9195695#0	¿Por qué se dice que las ciencias humanas no son ciencia?
923608#0	¿Cuántas semillas al año produce Cynoglossum?
9240896#0	¿De dónde se supone que viene el primer ser humano?
9245397#0	¿Por qué la mafia italiana causa miedo?
9273961#0	¿Cuántos tipos de suelos volcánicos hay?
9283048#0	¿Qué país tiene el transporte alternativo mejor desarrollado?
9370240#0	¿Cómo es la gastronomía en el sur de Estados Unidos?
9375508#0	¿Cómo fue la dictadura en Colombia?
941863#0	¿Por qué el veganismo se preocupa tanto por los animales?
9444838#0	¿Por qué la manzana es el fruto del pecado?
9508035#0	¿Cómo definir el parlamentarismo?
95607#0	¿Cuáles son las principales tribus germánicas?
9571435#0	¿Cuáles son las ciudades más turísticas de Grecia?
9667527#0	¿Quién fue Frédéric Chopin y cuál era su nacionalidad?
9685749#0	¿Por qué se crearon las camas con dosel?
9698219#0	¿Cómo neutralizar los gases inertes?
9711048#0	¿Qué profesional estudia el comportamiento de los mares?
9732555#0	¿Cómo fue Vietnam después de la guerra?
9732578#0	¿Cuáles son los deportes más populares en USA?
9777871#0	¿Qué relaciones comerciales tienen actualmente Irán y Estados Unidos?
9814294#0	¿Cuáles son los síntomas de la esquistosomiasis?
9816779#0	¿Qué es una crónica literaria?
9818721#0	¿Quiénes son los más grandes artistas del modernismo en América del Sur?
9868871#0	¿Cuál es la trama de El gato negro de Edgar Allan Poe?
9878398#0	¿A qué familia pertenece el jengibre?
9885798#0	¿Cuál era la religión predominante de Afganistán antes del Islam?
9895279#0	¿De dónde viene la riqueza de Ellen Browning Scripps?
9895993#0	¿Cómo es la historia de la mitología finlandesa?
99141#0	¿Cuántos sindicatos hay en Argentina?
9915021#0	¿Cómo se llama el entrenador del equipo argentino Estudiantes?
9931982#0	¿Qué productos se pueden elaborar a partir de la caña de azúcar?
9972623#0	¿Por qué los asiáticos suelen adoptar un nombre occidental cuando cambian de país?
9993805#0	¿Qué versiones de Boeing 737 hay?
9997781#0	¿Cuántas nuevas especies de animales se descubrieron en América del Sur en 2021?
