4603	dimanakah Kampanye Guadalkanal terjadi?
4605	tahun berapakah Isi bocoran kawat diplomatik Amerika terjadi?
4640	berapakah jumlah kecamatan Kepulauan Talaud?
4648	Apa yang dimaksud dengan natrium ?
4650	Berapa luas Yogyakarta ?
4678	Apa pengertian dari digital ?
4695	Apakah kota terbesar di Massachusetts?
4700	Siapa presiden pertama Republik Dominika?
4713	Tahun berapa Ngô Đình Diệm menjadi presiden Vietnam Selatan?
4745	dimanakah kantor pusat Microsoft ?
4746	dari manakah asal  bangsa Skythia?
4779	apakah nama ibukota Australia?
4788	Di umur berapa Kenneth Joseph Alford mulai menjadi pemusik?
4816	Kapan Bayezid I lahir ?
4824	Apa mata uang Amerika Serikat ?
4852	Kapan Kisah Aneh Liaozhai mulai ditulis Pu Songling ?
4865	Dimanakah daerah asal suku Betawi ?
4876	Apa itu Tabel periodik?
4889	Berapakah luas wilayah Tolitoli?
4897	Apakah agama Children of God diterima di Indonesia?
4912	Apa sistem pemerintahan yang digunakan di Libanon?
4924	Apa warna bendera Republik Bosnia?
4932	Alat apa yang menggunakan sistem Linguatronik?
4960	Apakah suku asli masyarakat Riau ?
4964	siapakah yang membuat pembukaan UUD 1945?
4982	Apakah ibukota negara Finlandia?
4991	dimanakah Telegrafi dibuat pertama kali?
4994	siapakah pencipta lagu Naik Delman Istimewa?
5007	Siapakah Wolfgang Amadeus Mozart?
5017	Apakah nama bank pertama di Indonesia?
506	Berapa luas Maluku Utara ?
5104	siapakah isteri Mayor Jenderal TNI Adang Ruchiatna?
5160	Siapakah Moeffreni Moe’min?
5210	bahasa apakah yang paling banyak digunakan di Afganistan?
5218	Dalam bahasa apa alkitab pertama ditulis ?
5234	siapakah yang menemukan konsep Hak cipta ?
5241	Kapan Kompas berdiri?
5247	Dari manakah kisah hantu Jelangkung berasal ?
5278	Apa nomor atom Karbon?
5283	Dimana letak daerah Turen?
5286	Siapakah yang mendirikan Pondok Pesantren Pabelan?
5288	siapakah yang menciptakan tabel periodik pertama kali?
5312	Kapan dr. Tjipto Mangoenkoesoemo lahir ?
5344	Bagaimanakah sistem pemerintahan di China ?
5352	Ada berapa season serial drama Prison Break?
5370	kapankah Toy Story pertama dirilis?
5372	Apa pengertian dari seorang filsuf ?
5380	Siapa tokoh utama dalam wiracarita Mahabharata?
5395	Apa yang dimaksud dengan samurai ?
5482	apakah nama ibukota Tiongkok ?
55	dimanakah letak kota Ternate ?
5510	Kapan Tari guel dilakukan dalam budaya Gayo?
5557	dari manakah asal jamur Shiitake?
5563	Kapan Toyota pertama kali diproduksi?
5573	Apa nama ilmiah Temu lawak?
5583	dimanakah letak Gereja tertua di dunia?
5586	Apa nama negara terkecil di Eropa?
5609	Dimana Pertempuran Yerikho terjadi?
5610	Apa itu komunikasi interpersonal?
5616	Dari daerah mana musik dangdut berasal ?
5629	Kapan Pertempuran Manzikert terjadi?
5647	Apakah yang dimaksud dengan ilmu astrologi ?
5653	Apa peran  Shannon Beiste dalam drama Glee?
5682	Apakah ibukota Riau ?
5686	Kapan Yahoo! Koprol mulai digunakan di Indonesia ?
5719	Apakah karya pertama dari Turbo ?
5732	kapankah presiden soeharto mundur dari jabatan ?
5749	apakah yang dimaksud dengan mikrofon?
5751	Apa penyebab utama wabah demam Zika?
5757	apakah ospek di indonesia pernah memakan korban?
5772	Tahun berapa Sunan Giri lahir?
5778	Apakah bilangan bulat?
58	Apakah ibukota Jerman?
5817	Siapa pendiri Istana Korea?
5829	Kapankah agama Kristen pertama kali masuk ke Indonesia ?
5842	Tanggal berapa Super Idola Band didirikan?
5850	Kapan Maharani Myeongseong lahir?
5855	apakah arti dari el-nino?
5858	Apa mayoritas agama penduduk Bali ?
5904	Apa judul buku pertama dari seri novel Harry Potter ?
5948	Berapa jumlah Naskah Laut Mati?
5973	Siapakah sultan ketiga puluh kesultanan Aceh?
6043	Adakah Yesus Kristus disalib?
6087	apakah cahaya lebih cepat dari suara?
6116	Ada berapa bulan dalam tahun Hijriah ?
613	Apa yang dimaksud dengan Uskup Roma?
6133	Apa itu arsitektur Mughal ?
6138	Kapan sepeda motor ditemukan ?
642	dimanakah Ibnu Sina dimakamkan?
652	Kapan Televisi diciptakan ?
694	Dimanakah letak Lapangan Udara Henderson ?
712	Apa itu Anarkisme?
734	Siapa orangtua Petŭr II Delyan?
76	Apakah ular sanca  termasuk hewan yang dilindungi?
773	Apa yang dimaksud dengan rabun jauh ?
776	kapankah Invasi Jepang terhadap Indonesia dilakukan pertama kali?
778	Kapan Kerajaan Mataram berdiri ?
78	kapankah provinsi Bangka Belitung didirikan?
789	apakah ada penyakit tumor pada tumbuhan?
881	dimanakah letak Riau?
899	Apa itu habitat?
910	Adakah waduk dapat dijadikan sumber air Irigasi?
911	Berapa luas kota Lampung?
913	Apakah masjid terbesar di Jawa?
971	apakah nama mobil Subaru pertama yang diproduksi?
992	Apa inti dari kebijakan Kebijakan 15 November 1978?
